,Imie,Rozszerzenie,Nazwa_pliku,Data_utworzenia,Data_ostatniej_modefikacji,Liczba_linii,Liczba_wierszy,Liczba_znaków,<=,>=,<,>,==,private,public,protected,abstract,final,static,default,void,byte,short,int,long,float,double,boolean,char,String,class,enum,interface,annotation,extends,new,if,else,return,throw,throws,import,catch,package,liczba_znakow_w_komantarzu_w_linii,liczba_komentarzy_w_linii,liczba_znakow_w_komentarzu_w_bloku,liczba_komentarzy_w_bloku,liczba_cudzyslowow_apostrofowych,liczba_cudzyslowow_pojedynczych,Najdluzszy_wyraz,Brak odstepu,Liczba linijek odstepu,2 linijki odstepu,1 linijki odstepu,3 linijki odstepu,5 linijki odstepu,4 linijki odstepu,7 linijki odstepu,6 linijki odstepu,10 linijki odstepu
175,Malgosia,java,UrzadzenieRTV.java,2023-03-30,2023-03-30,71,179,1349,1,0,0,0,2,4,6,0,1,1,3,0,4,1,0,4,0,0,0,1,0,3,1,0,0,0,0,4,3,0,1,0,0,2,0,1,0,0,0,0,6,4,UrzadzenieRTV,1211,71.0,3.0,65.0,,,,,,
176,Malgosia,java,Kuter.java,2023-04-03,2023-04-03,11,18,164,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,package,146,11.0,3.0,5.0,,,,,,
177,Malgosia,java,ObiektyMorskie.java,2023-04-03,2023-04-03,5,8,84,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ObiektyMorskie,77,5.0,2.0,1.0,,,,,,
178,Malgosia,java,RekinOstronosy.java,2023-04-03,2023-04-03,9,15,153,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,RekinOstronosy,139,9.0,1.0,4.0,1.0,,,,,
179,Malgosia,java,RekinPolarny.java,2023-04-03,2023-04-03,14,40,310,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,RekinPolarny,285,14.0,2.0,10.0,,,,,,
180,Malgosia,java,Ryba.java,2023-04-03,2023-04-03,20,39,290,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,abstract,255,20.0,4.0,12.0,,,,,,
181,Malgosia,java,Statek.java,2023-04-03,2023-04-03,40,90,848,0,0,0,0,0,7,4,0,1,0,1,0,1,1,0,3,4,0,0,0,0,1,1,0,0,0,1,2,0,0,2,0,0,1,0,1,0,0,0,0,2,0,obecnyNumer,775,40.0,4.0,29.0,1.0,,,,,
182,Malgosia,java,Symulatro.java,2023-04-03,2023-04-03,59,172,1725,0,0,0,0,1,1,3,6,0,0,0,0,1,0,0,10,0,0,0,1,0,0,1,0,0,0,0,7,4,3,0,0,0,1,0,1,0,0,0,0,0,0,liczbaRekinowOstronosow,1610,59.0,2.0,55.0,,,,,,
183,Malgosia,java,Trwaler.java,2023-04-03,2023-04-03,11,21,196,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,package,177,11.0,2.0,7.0,,,,,,
184,Malgosia,java,Bike.java,2023-03-29,2023-03-30,54,138,1197,1,0,0,0,0,4,7,0,0,0,2,0,0,0,0,3,0,0,4,3,0,2,1,0,0,0,1,1,2,0,5,0,0,0,0,1,0,0,0,0,4,0,Promotion,1093,54.0,1.0,49.0,1.0,,,,,
